Date,Adj Close,Close,High,Low,Open,Volume,Dividends,Stock Splits
2014-08-15,167.60000610351562,167.60000610351562,167.60000610351562,167.60000610351562,167.60000610351562,300,0,0
2014-08-18,167.99000549316406,167.99000549316406,167.99000549316406,167.99000549316406,167.99000549316406,10,0,0
2014-08-19,168.2899932861328,168.2899932861328,168.2899932861328,168.2899932861328,168.2899932861328,0,0,0
2014-08-20,171.39999389648438,171.39999389648438,171.39999389648438,170.75999450683594,170.75999450683594,10,0,0
2014-08-21,170.5800018310547,170.5800018310547,170.5800018310547,170.5800018310547,170.5800018310547,0,0,0
2014-08-22,172.13999938964844,172.13999938964844,172.13999938964844,172.13999938964844,172.13999938964844,0,0,0
2014-08-25,172.19000244140625,172.19000244140625,172.19000244140625,172.19000244140625,172.19000244140625,0,0,0
2014-08-26,172.33999633789062,172.33999633789062,172.33999633789062,172.33999633789062,172.33999633789062,0,0,0
2014-08-27,175.0,175.0,175.0,175.0,175.0,10,0,0
2014-08-28,173.72999572753906,173.72999572753906,173.72999572753906,173.72999572753906,173.72999572753906,0,0,0
2014-08-29,171.57000732421875,171.57000732421875,171.57000732421875,171.57000732421875,171.57000732421875,0,0,0
2014-09-02,171.50999450683594,171.50999450683594,171.50999450683594,171.50999450683594,171.50999450683594,0,0,0
2014-09-03,171.1699981689453,171.1699981689453,171.1699981689453,171.1699981689453,171.1699981689453,0,0,0
2014-09-04,177.49000549316406,177.49000549316406,177.49000549316406,172.97000122070312,172.97000122070312,2,0,0
2014-09-05,177.10000610351562,177.10000610351562,177.25,176.86000061035156,176.86000061035156,15,0,0
2014-09-08,179.75,179.75,179.75,179.75,179.75,50,0,0
2014-09-09,177.2899932861328,177.2899932861328,177.2899932861328,177.2899932861328,177.2899932861328,0,0,0
2014-09-10,175.47000122070312,175.47000122070312,175.47000122070312,175.47000122070312,175.47000122070312,0,0,0
2014-09-11,174.91000366210938,174.91000366210938,174.91000366210938,174.91000366210938,174.91000366210938,0,0,0
2014-09-12,175.07000732421875,175.07000732421875,175.07000732421875,175.07000732421875,175.07000732421875,0,0,0
2014-09-15,174.61000061035156,174.61000061035156,174.61000061035156,174.61000061035156,174.61000061035156,0,0,0
2014-09-16,173.89999389648438,173.89999389648438,173.89999389648438,173.89999389648438,173.89999389648438,0,0,0
2014-09-17,174.9600067138672,174.9600067138672,174.9600067138672,174.9600067138672,174.9600067138672,0,0,0
2014-09-18,173.4600067138672,173.4600067138672,173.4600067138672,173.4600067138672,173.4600067138672,0,0,0
2014-09-19,176.0,176.0,176.0,174.0,174.0,12,0,0
2014-09-22,173.80999755859375,173.80999755859375,173.80999755859375,173.80999755859375,173.80999755859375,0,0,0
2014-09-23,170.0500030517578,170.0500030517578,172.55999755859375,168.91000366210938,172.4499969482422,86,0,0
2014-09-24,168.64999389648438,168.64999389648438,168.67999267578125,168.64999389648438,168.67999267578125,200,0,0
2014-09-25,169.24000549316406,169.24000549316406,169.24000549316406,169.24000549316406,169.24000549316406,0,0,0
2014-09-26,165.5500030517578,165.5500030517578,165.5500030517578,165.2100067138672,165.2100067138672,15,0,0
2014-09-29,166.0500030517578,166.0500030517578,166.50999450683594,166.0500030517578,166.50999450683594,40,0,0
2014-09-30,163.6699981689453,163.6699981689453,163.83999633789062,163.6699981689453,163.83999633789062,0,0,0
2014-10-01,163.0,163.0,163.0,163.0,163.0,0,0,0
2014-10-02,158.89999389648438,158.89999389648438,159.27999877929688,158.89999389648438,159.27999877929688,17,0,0
2014-10-03,157.38999938964844,157.38999938964844,157.38999938964844,157.38999938964844,157.38999938964844,0,0,0
2014-10-06,158.0,158.0,158.0,158.0,158.0,0,0,0
2014-10-07,155.39999389648438,155.39999389648438,156.25,155.39999389648438,156.25,20,0,0
2014-10-08,154.89999389648438,154.89999389648438,154.89999389648438,154.5,154.5,10,0,0
2014-10-09,155.8000030517578,155.8000030517578,155.8000030517578,155.8000030517578,155.8000030517578,0,0,0
2014-10-10,153.8000030517578,153.8000030517578,154.0,153.8000030517578,154.0,33,0,0
2014-10-13,153.3000030517578,153.3000030517578,153.5,150.0,150.0,172,0,0
2014-10-14,155.10000610351562,155.10000610351562,155.10000610351562,152.0,152.0,50,0,0
2014-10-15,155.1999969482422,155.1999969482422,155.1999969482422,155.1999969482422,155.1999969482422,0,0,0
2014-10-16,151.75,151.75,151.75,150.67999267578125,150.67999267578125,35,0,0
2014-10-17,161.89999389648438,161.89999389648438,161.89999389648438,154.0,154.0,20,0,0
2014-10-20,162.0,162.0,162.0,162.0,162.0,0,0,0
2014-10-21,156.9600067138672,156.9600067138672,156.9600067138672,156.9600067138672,156.9600067138672,0,0,0
2014-10-22,160.39999389648438,160.39999389648438,160.39999389648438,160.39999389648438,160.39999389648438,0,0,0
2014-10-23,163.9499969482422,163.9499969482422,163.9499969482422,160.0,160.0,1,0,0
2014-10-24,163.25,163.25,163.25,163.25,163.25,0,0,0
2014-10-27,163.4499969482422,163.4499969482422,163.4499969482422,162.4600067138672,162.4600067138672,30,0,0
2014-10-28,160.1999969482422,160.1999969482422,160.1999969482422,160.1999969482422,160.1999969482422,0,0,0
2014-10-29,161.85000610351562,161.85000610351562,161.85000610351562,161.85000610351562,161.85000610351562,0,0,0
2014-10-30,163.9499969482422,163.9499969482422,163.9499969482422,162.0,163.32000732421875,174,0,0
2014-10-31,167.5,167.5,167.5,167.5,167.5,0,0,0
2014-11-03,170.14999389648438,170.14999389648438,170.14999389648438,170.0,170.0,67,0,0
2014-11-04,169.6999969482422,169.6999969482422,169.6999969482422,169.6999969482422,169.6999969482422,0,0,0
2014-11-05,171.14999389648438,171.14999389648438,171.14999389648438,169.33999633789062,169.33999633789062,10,0,0
2014-11-06,173.10000610351562,173.10000610351562,173.10000610351562,171.74000549316406,171.74000549316406,30,0,0
2014-11-07,173.63999938964844,173.63999938964844,173.63999938964844,173.63999938964844,173.63999938964844,0,0,0
2014-11-10,171.0,171.0,171.0,171.0,171.0,0,0,0
2014-11-11,171.38999938964844,171.38999938964844,171.38999938964844,171.38999938964844,171.38999938964844,0,0,0
2014-11-12,170.0,170.0,170.0,170.0,170.0,0,0,0
2014-11-13,167.25,167.25,168.0,167.25,168.0,300,0,0
2014-11-14,167.0500030517578,167.0500030517578,167.0500030517578,167.0500030517578,167.0500030517578,0,0,0
2014-11-17,169.6999969482422,169.6999969482422,169.6999969482422,167.55999755859375,167.55999755859375,3,0,0
2014-11-18,173.25,173.25,173.25,168.50999450683594,168.50999450683594,61,0,0
2014-11-19,173.6999969482422,173.6999969482422,173.6999969482422,172.63999938964844,172.63999938964844,100,0,0
2014-11-20,172.0500030517578,172.0500030517578,173.6999969482422,172.0500030517578,172.2899932861328,26,0,0
2014-11-21,173.14999389648438,173.14999389648438,173.14999389648438,173.14999389648438,173.14999389648438,0,0,0
2014-11-24,175.6999969482422,175.6999969482422,176.0,175.6999969482422,176.0,8,0,0
2014-11-25,178.0500030517578,178.0500030517578,178.0500030517578,178.0500030517578,178.0500030517578,0,0,0
2014-11-26,180.0500030517578,180.0500030517578,180.0500030517578,180.0500030517578,180.0500030517578,0,0,0
2014-11-28,180.60000610351562,180.60000610351562,180.60000610351562,180.60000610351562,180.60000610351562,0,0,0
2014-12-01,181.39999389648438,181.39999389648438,181.39999389648438,181.39999389648438,181.39999389648438,7,0,0
2014-12-02,181.4499969482422,181.4499969482422,181.4499969482422,181.4499969482422,181.4499969482422,0,0,0
2014-12-03,181.25,181.25,181.25,181.25,181.25,0,0,0
2014-12-04,182.6999969482422,182.6999969482422,182.89999389648438,182.11000061035156,182.11000061035156,251,0,0
2014-12-05,180.33999633789062,180.33999633789062,180.33999633789062,180.33999633789062,180.33999633789062,0,0,0
2014-12-08,184.5,184.5,184.5,184.5,184.5,0,0,0
2014-12-09,182.63999938964844,182.63999938964844,182.63999938964844,182.63999938964844,182.63999938964844,0,0,0
2014-12-10,181.0,181.0,181.0,181.0,181.0,0,0,0
2014-12-11,180.60000610351562,180.60000610351562,180.64999389648438,178.55999755859375,178.55999755859375,21,0,0
2014-12-12,181.49000549316406,181.49000549316406,181.49000549316406,181.49000549316406,181.49000549316406,0,0,0
2014-12-15,178.75,178.75,178.75,177.3000030517578,177.3000030517578,25,0,0
2014-12-16,171.9499969482422,171.9499969482422,172.0,171.9499969482422,172.0,20,0,0
2014-12-17,175.0,175.0,175.0,175.0,175.0,0,0,0
2014-12-18,182.0,182.0,182.0,178.00999450683594,178.00999450683594,20,0,0
2014-12-19,182.3000030517578,182.3000030517578,182.3000030517578,182.3000030517578,182.3000030517578,0,0,0
2014-12-22,182.0,182.0,182.0,182.0,182.0,0,0,0
2014-12-23,180.64999389648438,180.64999389648438,180.64999389648438,180.39999389648438,180.39999389648438,84,0,0
2014-12-24,180.64999389648438,180.64999389648438,180.64999389648438,180.64999389648438,180.64999389648438,0,0,0
2014-12-26,180.64999389648438,180.64999389648438,180.64999389648438,180.64999389648438,180.64999389648438,0,0,0
2014-12-29,181.5500030517578,181.5500030517578,181.5500030517578,181.19000244140625,181.19000244140625,2,0,0
2014-12-30,181.0,181.0,181.0,181.0,181.0,0,0,0
2014-12-31,181.0,181.0,181.0,181.0,181.0,0,0,0
2015-01-02,180.8000030517578,180.8000030517578,180.8000030517578,180.8000030517578,180.8000030517578,9,0,0
2015-01-05,178.14999389648438,178.14999389648438,178.14999389648438,178.14999389648438,178.14999389648438,0,0,0
2015-01-06,172.75,172.75,172.75,172.75,172.75,0,0,0
2015-01-07,173.89999389648438,173.89999389648438,173.89999389648438,173.89999389648438,173.89999389648438,0,0,0
2015-01-08,176.0500030517578,176.0500030517578,176.0500030517578,176.0500030517578,176.0500030517578,0,0,0
2015-01-09,180.5500030517578,180.5500030517578,180.5500030517578,180.5500030517578,180.5500030517578,0,0,0
2015-01-12,177.0,177.0,178.0,177.0,178.0,100,0,0
2015-01-13,180.0,180.0,180.0,177.39999389648438,177.39999389648438,10,0,0
2015-01-14,179.9499969482422,179.9499969482422,179.9499969482422,179.9499969482422,179.9499969482422,0,0,0
2015-01-15,181.5,181.5,181.5,181.5,181.5,0,0,0
2015-01-16,186.0,186.0,186.0,181.60000610351562,181.60000610351562,1,0,0
2015-01-20,188.9499969482422,188.9499969482422,188.9499969482422,187.5,187.5,76,0,0
2015-01-21,187.64999389648438,187.64999389648438,189.25,187.64999389648438,189.25,16,0,0
2015-01-22,189.02999877929688,189.02999877929688,189.02999877929688,189.02999877929688,189.02999877929688,0,0,0
2015-01-23,195.6999969482422,195.6999969482422,195.6999969482422,195.6999969482422,195.6999969482422,52,0,0
2015-01-26,196.5,196.5,196.5,196.5,196.5,4,0,0
2015-01-27,201.3300018310547,201.3300018310547,201.3300018310547,200.72999572753906,200.72999572753906,15,0,0
2015-01-28,200.9600067138672,200.9600067138672,200.9600067138672,198.69000244140625,198.69000244140625,70,0,0
2015-01-29,200.2899932861328,200.2899932861328,201.17999267578125,200.22999572753906,200.22999572753906,20,0,0
2015-01-30,202.5,202.5,202.5,202.5,202.5,0,0,0
2015-02-02,199.0,199.0,199.0,199.0,199.0,0,0,0
2015-02-03,207.5500030517578,207.5500030517578,207.5500030517578,202.0500030517578,202.0500030517578,12,0,0
2015-02-04,206.60000610351562,206.60000610351562,207.75,206.60000610351562,206.74000549316406,82,0,0
2015-02-05,209.4499969482422,209.4499969482422,209.60000610351562,206.75,206.75,21,0,0
2015-02-06,209.14999389648438,209.14999389648438,209.14999389648438,209.14999389648438,209.14999389648438,0,0,0
2015-02-09,205.0,205.0,210.13999938964844,205.0,210.13999938964844,20,0,0
2015-02-10,202.6999969482422,202.6999969482422,204.52999877929688,202.6999969482422,204.52999877929688,7,0,0
2015-02-11,205.75,205.75,207.4600067138672,205.75,206.89999389648438,35,0,0
2015-02-12,210.0,210.0,210.0,207.4499969482422,207.4499969482422,3,0,0
2015-02-13,211.72000122070312,211.72000122070312,211.72000122070312,211.72000122070312,211.72000122070312,0,0,0
2015-02-17,207.7899932861328,207.7899932861328,207.7899932861328,207.7899932861328,207.7899932861328,0,0,0
2015-02-18,212.3000030517578,212.3000030517578,212.3000030517578,209.74000549316406,209.74000549316406,10,0,0
2015-02-19,216.0500030517578,216.0500030517578,216.0500030517578,212.41000366210938,212.41000366210938,20,0,0
2015-02-20,218.60000610351562,218.60000610351562,218.60000610351562,216.33999633789062,216.33999633789062,1,0,0
2015-02-23,221.4499969482422,221.4499969482422,221.4499969482422,220.8800048828125,220.8800048828125,60,0,0
2015-02-24,220.0500030517578,220.0500030517578,221.85000610351562,220.0500030517578,221.85000610351562,40,0,0
2015-02-25,219.4499969482422,219.4499969482422,221.50999450683594,219.0,221.50999450683594,16,0,0
2015-02-26,218.3000030517578,218.3000030517578,218.3000030517578,218.3000030517578,218.3000030517578,0,0,0
2015-02-27,214.3000030517578,214.3000030517578,220.05999755859375,214.3000030517578,220.05999755859375,20,0,0
2015-03-02,223.14999389648438,223.14999389648438,225.39999389648438,222.14999389648438,222.1999969482422,57,0,0
2015-03-03,225.3800048828125,225.3800048828125,225.3800048828125,225.3800048828125,225.3800048828125,0,0,0
2015-03-04,214.85000610351562,214.85000610351562,220.02999877929688,214.85000610351562,220.00999450683594,341,0,0
2015-03-05,221.39999389648438,221.39999389648438,221.39999389648438,220.69000244140625,220.69000244140625,75,0,0
2015-03-06,224.0,224.0,224.0,223.1300048828125,223.1300048828125,200,0,0
2015-03-09,226.6300048828125,226.6300048828125,226.6300048828125,226.6300048828125,226.6300048828125,0,0,0
2015-03-10,227.0,227.0,227.0500030517578,223.89999389648438,227.0500030517578,17,0,0
2015-03-11,237.07000732421875,237.07000732421875,237.4499969482422,227.32000732421875,227.32000732421875,136,0,0
2015-03-12,236.77999877929688,236.77999877929688,238.19000244140625,235.5,238.19000244140625,170,0,0
2015-03-13,237.44000244140625,237.44000244140625,237.44000244140625,237.44000244140625,237.44000244140625,0,0,0
2015-03-16,242.69000244140625,242.69000244140625,242.69000244140625,242.5,242.5,1,0,0
2015-03-17,247.89999389648438,247.89999389648438,251.9199981689453,247.89999389648438,250.5,90,0,0
2015-03-18,238.89999389648438,238.89999389648438,248.80999755859375,238.89999389648438,248.80999755859375,12,0,0
2015-03-19,240.14999389648438,240.14999389648438,240.3000030517578,240.14999389648438,240.3000030517578,18,0,0
2015-03-20,242.85000610351562,242.85000610351562,242.85000610351562,240.63999938964844,240.63999938964844,30,0,0
2015-03-23,234.0,234.0,241.80999755859375,234.0,241.80999755859375,72,0,0
2015-03-24,236.82000732421875,236.82000732421875,236.82000732421875,229.6999969482422,234.14999389648438,47,0,0
2016-01-27,175.35000610351562,175.35000610351562,175.35000610351562,175.35000610351562,175.35000610351562,0,0,0
2016-07-20,132.25,132.25,132.25,126.5999984741211,126.5999984741211,75,0,0
2016-07-21,131.47000122070312,131.47000122070312,131.47000122070312,131.47000122070312,131.47000122070312,0,0,0
2016-07-22,129.91000366210938,129.91000366210938,129.91000366210938,129.91000366210938,129.91000366210938,0,0,0
2016-07-26,175.35000610351562,175.35000610351562,175.35000610351562,175.35000610351562,175.35000610351562,0,0,0
2016-08-03,126.31999969482422,126.31999969482422,126.31999969482422,126.31999969482422,126.31999969482422,0,0,0
2016-08-19,127.45999908447266,127.45999908447266,127.45999908447266,127.45999908447266,127.45999908447266,0,0,0
2016-08-22,128.5,128.5,128.5,126.88999938964844,126.88999938964844,120,0,0
2016-08-23,128.25999450683594,128.25999450683594,128.25999450683594,128.25999450683594,128.25999450683594,0,0,0
2016-08-24,129.55999755859375,129.55999755859375,129.55999755859375,129.55999755859375,129.55999755859375,0,0,0
2016-08-25,129.4199981689453,129.4199981689453,129.4199981689453,129.4199981689453,129.4199981689453,0,0,0
2016-08-26,126.98999786376953,126.98999786376953,126.98999786376953,126.98999786376953,126.98999786376953,0,0,0
2016-08-29,128.92999267578125,128.92999267578125,129.5800018310547,128.92999267578125,129.5800018310547,15,0,0
2016-08-30,128.97000122070312,128.97000122070312,128.97000122070312,128.97000122070312,128.97000122070312,0,0,0
2016-08-31,130.75999450683594,130.75999450683594,130.75999450683594,130.75999450683594,130.75999450683594,0,0,0
2016-09-01,130.58999633789062,130.58999633789062,130.58999633789062,130.58999633789062,130.58999633789062,0,0,0
2016-09-02,130.14999389648438,130.14999389648438,130.14999389648438,130.14999389648438,130.14999389648438,0,0,0
2016-09-06,131.2899932861328,131.2899932861328,131.5800018310547,131.2899932861328,131.5800018310547,22,0,0
2016-09-07,131.38999938964844,131.38999938964844,131.38999938964844,131.38999938964844,131.38999938964844,0,0,0
2016-09-08,133.42999267578125,133.42999267578125,133.42999267578125,133.42999267578125,133.42999267578125,0,0,0
2016-09-09,132.13999938964844,132.13999938964844,132.13999938964844,132.13999938964844,132.13999938964844,0,0,0
2016-09-12,130.07000732421875,130.07000732421875,130.07000732421875,129.91000366210938,129.91000366210938,92,0,0
2016-09-13,131.7899932861328,131.7899932861328,131.7899932861328,131.7899932861328,131.7899932861328,0,0,0
2016-09-14,130.8699951171875,130.8699951171875,130.8699951171875,130.8699951171875,130.8699951171875,0,0,0
2016-09-15,129.50999450683594,129.50999450683594,129.50999450683594,129.50999450683594,129.50999450683594,0,0,0
2016-09-16,127.19999694824219,127.19999694824219,130.08999633789062,127.19999694824219,130.08999633789062,20,0,0
2016-09-19,127.73999786376953,127.73999786376953,127.73999786376953,127.73999786376953,127.73999786376953,0,0,0
2016-09-20,128.7100067138672,128.7100067138672,128.7100067138672,128.7100067138672,128.7100067138672,0,0,0
2016-09-21,128.1199951171875,128.1199951171875,128.1199951171875,128.1199951171875,128.1199951171875,0,0,0
2016-09-22,128.99000549316406,128.99000549316406,128.99000549316406,128.99000549316406,128.99000549316406,0,0,0
2016-09-23,130.50999450683594,130.50999450683594,130.50999450683594,130.50999450683594,130.50999450683594,0,0,0
2016-09-26,128.72000122070312,128.72000122070312,128.72000122070312,128.72000122070312,128.72000122070312,0,0,0
2016-09-27,127.2699966430664,127.2699966430664,127.2699966430664,127.2699966430664,127.2699966430664,0,0,0
2016-09-28,124.47000122070312,124.47000122070312,124.47000122070312,124.47000122070312,124.47000122070312,0,0,0
2016-09-29,127.62999725341797,127.62999725341797,127.62999725341797,127.62999725341797,127.62999725341797,0,0,0
2016-09-30,125.02999877929688,125.02999877929688,125.02999877929688,125.02999877929688,125.02999877929688,0,0,0
2016-10-03,128.5,128.5,128.5,128.5,128.5,100,0,0
2016-10-04,131.3699951171875,131.3699951171875,131.3699951171875,131.3699951171875,131.3699951171875,0,0,0
2016-10-05,131.2100067138672,131.2100067138672,131.2100067138672,131.2100067138672,131.2100067138672,0,0,0
2016-10-06,131.89999389648438,131.89999389648438,131.89999389648438,131.89999389648438,131.89999389648438,80,0,0
2016-10-07,130.91000366210938,130.91000366210938,130.91000366210938,130.91000366210938,130.91000366210938,0,0,0
2016-10-10,131.07000732421875,131.07000732421875,131.07000732421875,131.07000732421875,131.07000732421875,0,0,0
2016-10-11,132.4199981689453,132.4199981689453,132.60000610351562,132.4199981689453,132.60000610351562,13,0,0
2016-10-12,132.64999389648438,132.64999389648438,132.64999389648438,132.64999389648438,132.64999389648438,0,0,0
2016-10-13,129.60000610351562,129.60000610351562,129.60000610351562,129.60000610351562,129.60000610351562,0,0,0
2016-10-14,132.5,132.5,132.5,132.5,132.5,0,0,0
2016-10-17,131.2899932861328,131.2899932861328,131.2899932861328,131.2899932861328,131.2899932861328,10,0,0
2016-10-18,130.7899932861328,130.7899932861328,130.7899932861328,130.7899932861328,130.7899932861328,13,0,0
2016-10-19,131.9499969482422,131.9499969482422,131.9499969482422,131.9499969482422,131.9499969482422,0,0,0
2016-10-20,133.14999389648438,133.14999389648438,133.14999389648438,133.14999389648438,133.14999389648438,0,0,0
2016-10-21,134.5,134.5,134.5,134.5,134.5,0,0,0
2016-10-24,134.64999389648438,134.64999389648438,134.64999389648438,134.64999389648438,134.64999389648438,0,0,0
2016-10-25,136.0,136.0,136.0,136.0,136.0,0,0,0
2016-10-26,134.0,134.0,134.0,134.0,134.0,0,0,0
2016-10-27,134.64999389648438,134.64999389648438,134.64999389648438,134.64999389648438,134.64999389648438,0,0,0
2016-10-28,134.85000610351562,134.85000610351562,134.85000610351562,134.85000610351562,134.85000610351562,0,0,0
2016-10-31,135.3000030517578,135.3000030517578,135.3000030517578,135.3000030517578,135.3000030517578,0,0,0
2016-11-01,135.39999389648438,135.39999389648438,135.39999389648438,135.39999389648438,135.39999389648438,0,0,0
2016-11-02,129.1999969482422,129.1999969482422,133.14999389648438,129.1999969482422,133.14999389648438,13,0,0
2016-11-03,128.89999389648438,128.89999389648438,128.89999389648438,128.89999389648438,128.89999389648438,0,0,0
2016-11-04,126.80000305175781,126.80000305175781,126.80000305175781,126.80000305175781,126.80000305175781,0,0,0
2016-11-07,128.10000610351562,128.10000610351562,128.10000610351562,128.10000610351562,128.10000610351562,0,0,0
2016-11-08,128.0800018310547,128.0800018310547,128.0800018310547,128.0800018310547,128.0800018310547,0,0,0
2016-11-09,125.3499984741211,125.3499984741211,125.3499984741211,125.3499984741211,125.3499984741211,11,0,0
2016-11-10,127.19999694824219,127.19999694824219,127.19999694824219,127.19999694824219,127.19999694824219,0,0,0
2016-11-11,128.5500030517578,128.5500030517578,128.5500030517578,128.5500030517578,128.5500030517578,0,0,0
2016-11-14,129.4499969482422,129.4499969482422,130.9499969482422,129.4499969482422,130.9499969482422,10,0,0
2016-11-15,129.64999389648438,129.64999389648438,129.64999389648438,129.64999389648438,129.64999389648438,0,0,0
2016-11-16,130.0,130.0,130.0,130.0,130.0,53,0,0
2016-11-17,129.10000610351562,129.10000610351562,129.10000610351562,129.10000610351562,129.10000610351562,100,0,0
2016-11-18,129.0,129.0,130.0500030517578,129.0,130.0500030517578,100,0,0
2016-11-21,129.10000610351562,129.10000610351562,129.10000610351562,129.10000610351562,129.10000610351562,26,0,0
2016-11-22,131.5,131.5,131.5,131.5,131.5,0,0,0
2016-11-23,132.0800018310547,132.0800018310547,132.0800018310547,132.0800018310547,132.0800018310547,10,0,0
2016-11-25,133.10000610351562,133.10000610351562,133.10000610351562,133.10000610351562,133.10000610351562,0,0,0
2016-11-28,130.64999389648438,130.64999389648438,130.64999389648438,130.64999389648438,130.64999389648438,0,0,0
2016-11-29,129.3000030517578,129.3000030517578,129.3000030517578,129.3000030517578,129.3000030517578,0,0,0
2016-11-30,130.0,130.0,130.0,130.0,130.0,0,0,0
2016-12-01,129.0,129.0,129.0,129.0,129.0,0,0,0
2016-12-02,126.19999694824219,126.19999694824219,126.19999694824219,126.19999694824219,126.19999694824219,0,0,0
2016-12-05,129.17999267578125,129.17999267578125,129.17999267578125,129.17999267578125,129.17999267578125,0,0,0
2016-12-06,129.64999389648438,129.64999389648438,129.75,129.64999389648438,129.75,100,0,0
2016-12-07,132.60000610351562,132.60000610351562,132.60000610351562,132.60000610351562,132.60000610351562,0,0,0
2016-12-08,135.0,135.0,135.0,134.99000549316406,134.99000549316406,20,0,0
2016-12-09,134.1999969482422,134.1999969482422,134.1999969482422,134.1999969482422,134.1999969482422,0,0,0
2016-12-12,132.5,132.5,132.5,132.5,132.5,0,0,0
2016-12-13,135.10000610351562,135.10000610351562,135.10000610351562,135.10000610351562,135.10000610351562,0,0,0
2016-12-14,135.50999450683594,135.50999450683594,135.50999450683594,135.50999450683594,135.50999450683594,0,0,0
2016-12-15,135.52000427246094,135.52000427246094,135.52000427246094,135.52000427246094,135.52000427246094,0,0,0
2016-12-16,137.00999450683594,137.00999450683594,137.00999450683594,137.00999450683594,137.00999450683594,0,0,0
2016-12-19,139.0,139.0,139.0,138.8300018310547,138.8300018310547,20,0,0
2016-12-20,139.14999389648438,139.14999389648438,139.14999389648438,139.14999389648438,139.14999389648438,0,0,0
2016-12-21,140.77000427246094,140.77000427246094,140.77000427246094,140.77000427246094,140.77000427246094,0,0,0
2016-12-22,143.9499969482422,143.9499969482422,143.9499969482422,143.11000061035156,143.11000061035156,60,0,0
2016-12-23,141.05999755859375,141.05999755859375,141.05999755859375,141.05999755859375,141.05999755859375,9,0,0
2016-12-27,141.3000030517578,141.3000030517578,141.3000030517578,141.3000030517578,141.3000030517578,40,0,0
2016-12-28,141.1300048828125,141.1300048828125,141.1300048828125,141.1300048828125,141.1300048828125,0,0,0
2016-12-29,138.64999389648438,138.64999389648438,139.85000610351562,138.64999389648438,139.85000610351562,100,0,0
2016-12-30,137.16000366210938,137.16000366210938,137.16000366210938,137.16000366210938,137.16000366210938,0,0,0
2017-01-03,144.3000030517578,144.3000030517578,144.3000030517578,141.30999755859375,141.30999755859375,90,0,0
2017-01-04,143.58999633789062,143.58999633789062,143.58999633789062,143.58999633789062,143.58999633789062,50,0,0
2017-01-05,143.22999572753906,143.22999572753906,143.22999572753906,141.8699951171875,141.8699951171875,80,0,0
2017-01-06,142.25,142.25,142.94000244140625,142.25,142.94000244140625,9,0,0
2017-01-09,146.4499969482422,146.4499969482422,147.02999877929688,145.10000610351562,145.10000610351562,85,0,0
2017-01-10,147.9499969482422,147.9499969482422,147.9499969482422,147.9499969482422,147.9499969482422,0,0,0
2017-01-11,152.60000610351562,152.60000610351562,153.0,148.85000610351562,148.85000610351562,998,0,0
2017-01-23,153.5,153.5,153.5,149.89999389648438,149.89999389648438,70,0,0
2017-01-24,155.10000610351562,155.10000610351562,155.10000610351562,153.9499969482422,153.9499969482422,305,0,0
2017-01-25,156.61000061035156,156.61000061035156,156.61000061035156,156.61000061035156,156.61000061035156,0,0,0
2017-01-26,156.10000610351562,156.10000610351562,156.99000549316406,155.6999969482422,156.99000549316406,8,0,0
2017-01-27,154.0,154.0,155.3000030517578,154.0,155.3000030517578,20,0,0
2017-01-30,150.8000030517578,150.8000030517578,151.3300018310547,150.8000030517578,151.3300018310547,160,0,0
